epoch,scheme_mult_train_acc,scheme_mult_train_loss,scheme_mult_val_acc,scheme_mult_val_loss,scheme_add_train_acc,scheme_add_train_loss,scheme_add_val_acc,scheme_add_val_loss,scheme_cat_train_acc,scheme_cat_train_loss,scheme_cat_val_acc,scheme_cat_val_loss
1.46,57.595,90.77106523513794,58.0,0.919666588306427,59.36,89.27902555465698,58.8,0.9049990177154541,64.961,79.40713709592819,62.1,0.8289459347724915
1.47,57.221,91.12804394960403,56.7,0.9214330911636353,59.607,88.65996497869492,57.3,0.8936153650283813,64.515,79.82802814245224,62.4,0.8363073468208313
1.48,58.028,90.33828043937683,57.3,0.9188637137413025,59.381,88.77161574363708,56.9,0.8938273191452026,64.989,79.02938669919968,62.9,0.8268516063690186
1.49,57.388,91.04227203130722,53.6,0.9312444925308228,59.806,88.45761460065842,58.2,0.8930535912513733,65.132,78.71961706876755,62.6,0.8180321455001831
1.5,56.272,92.30212092399597,53.4,0.9477739334106445,59.702,88.72083270549774,58.5,0.899189829826355,64.656,79.51261353492737,62.9,0.820827305316925
1.51,58.286,90.08788669109344,56.7,0.9212740659713745,60.057,88.24823474884033,57.6,0.8957351446151733,64.488,79.75784921646118,63.5,0.8220545053482056
1.52,56.784,91.76474791765213,54.5,0.9359548091888428,60.21,87.96710675954819,57.8,0.8909152150154114,64.896,78.98847562074661,63.6,0.8158449530601501
1.53,57.23,91.0423332452774,54.9,0.9304828643798828,59.835,88.24997270107269,58.2,0.892062783241272,65.39,78.2715682387352,63.6,0.8139037489891052
1.54,58.237,89.96199399232864,55.3,0.9259307384490967,59.844,88.22346818447113,57.5,0.891992449760437,65.032,78.76746088266373,63.9,0.8223198056221008
1.55,57.609,90.70617079734802,54.6,0.9355264902114868,60.286,87.80668330192566,57.5,0.891217052936554,64.861,79.19875890016556,62.9,0.826578676700592
1.56,58.012,90.14166414737701,54.8,0.9292052984237671,60.212,88.20425367355347,57.6,0.8999804854393005,65.154,78.63779491186142,63.7,0.8190959095954895
1.5699999999999998,57.88,89.9817767739296,56.9,0.9225767850875854,59.438,89.1338478922844,57.0,0.9121248126029968,65.457,78.01536828279495,64.3,0.80873703956604
1.58,57.494,90.45591288805008,56.8,0.9230577349662781,60.367,87.92121559381485,56.8,0.8966871500015259,65.148,78.62453192472458,63.9,0.8087774515151978
1.5899999999999999,58.681,89.25449794530869,56.3,0.9163942933082581,58.923,88.95150244235992,57.6,0.900648832321167,64.794,79.08494365215302,63.8,0.8119186758995056
1.6,58.271,89.75643980503082,56.9,0.9260644316673279,58.235,89.88047105073929,57.8,0.9084785580635071,65.277,78.33815717697144,64.2,0.8074190616607666
1.6099999999999999,58.436,89.27872842550278,56.5,0.9192163944244385,60.198,87.82223731279373,58.4,0.8923710584640503,65.642,77.86288034915924,64.4,0.8069239854812622
1.62,57.99,89.70077735185623,56.6,0.9182964563369751,59.189,89.91483265161514,57.8,0.9206606149673462,65.575,78.03629839420319,63.0,0.8119735717773438
1.63,57.748,90.10641926527023,56.7,0.9211763739585876,58.304,90.63381463289261,56.2,0.9304755330085754,65.516,78.39274543523788,62.6,0.8143972754478455
1.6400000000000001,58.466,89.6087498664856,57.3,0.9258747100830078,60.518,87.47409808635712,58.3,0.892588198184967,65.563,78.43269401788712,63.8,0.812329888343811
1.65,57.672,90.45966392755508,55.6,0.9356690645217896,57.702,90.2162526845932,56.9,0.9156028628349304,65.767,77.9083508849144,63.1,0.8050102591514587
1.6600000000000001,58.408,89.78654128313065,55.9,0.9224539399147034,59.27,88.53668332099915,57.6,0.9034309983253479,65.505,78.02451860904694,63.7,0.8059022426605225
1.67,57.855,90.07140761613846,56.8,0.919143795967102,60.588,87.46545428037643,58.1,0.8988016843795776,65.129,78.464091360569,64.2,0.8114402890205383
